topic,topic_talkid
science,421
technology,421
universe,421
Mars,421
solar_system,421
children,423
computers,423
design,423
global_issues,423
philanthropy,423
technology,423
biology,422
biomechanics,422
math,422
science,422
society,422
technology,422
business,424
culture,424
exploration,424
food,424
global_issues,424
history,424
Best_of_the_Web,424
DNA,426
biology,426
curiosity,426
history,426
microbiology,426
science,426
technology,426
computers,427
curiosity,427
design,427
technology,427
programming,427
code,427
personal_growth,427
Best_of_the_Web,427
Africa,428
animals,428
biology,428
dinosaurs,428
evolution,428
exploration,428
history,428
life,428
paleontology,428
design,429
engineering,429
invention,429
technology,429
transportation,429
design,430
beauty,431
business,431
design,431
exploration,431
photography,431
art,432
children,432
computers,432
creativity,432
design,432
entertainment,432
future,432
history,432
books,432
art,433
chemistry,433
food,433
life,433
love,433
science,433
Best_of_the_Web,433
business,434
consumerism,434
creativity,434
shopping,434
art,435
design,435
entertainment,435
happiness,435
typography,435
Best_of_the_Web,435
design,436
exploration,436
humor,436
photography,436
typography,436
culture,439
future,439
global_issues,439
social_change,439
technology,439
biology,437
entrepreneur,437
food,437
genetics,437
science,437
technology,437
philanthropy,441
philosophy,441
writing,441
business,442
creativity,442
design,442
invention,442
technology,442
dinosaurs,440
disease,440
environment,440
history,440
life,440
science,440
space,440
beauty,443
body_language,443
design,443
prosthetics,443
sports,443
technology,443
bionics,443
global_issues,445
illness,445
medicine,445
science,445
technology,445
virus,445
collaboration,447
culture,447
entertainment,447
music,447
piano,447
violin,447
live_music,447
performance,447
energy,450
invention,450
solar_energy,450
technology,450
electricity,450
business,451
education,451
health,451
illness,451
insects,451
philanthropy,451
science,451
technology,451
creativity,453
culture,453
entertainment,453
poetry,453
work,453
writing,453
personality,453
art,455
communication,455
creativity,455
culture,455
design,455
art,457
business,457
children,457
computers,457
design,457
education,457
invention,457
music,457
technology,457
toy,457
business,462
culture,462
global_issues,462
philosophy,462
self,462
social_change,462
society,462
psychology,462
biology,463
business,463
economics,463
robots,463
science,463
technology,463
conducting,464
culture,464
education,464
entertainment,464
music,464
philanthropy,464
poverty,464
TED_Prize,466
children,466
conducting,466
culture,466
education,466
entertainment,466
music,466
performance,466
live_music,466
TED_Prize,467
activism,467
biodiversity,467
exploration,467
oceans,467
science,467
submarine,467
marine_biology,467
global_commons,467
TED_Prize,468
exploration,468
extraterrestrial_life,468
intelligence,468
science,468
space,468
universe,468
telescopes,468
aging,469
business,469
entertainment,469
film,469
technology,469
animation,469
business,470
environment,470
oceans,470
plastic,470
science,470
biodiversity,471
exploration,471
fear,471
fish,471
oceans,471
science,471
technology,471
marine_biology,471
art,472
beauty,472
cities,472
entertainment,472
exploration,472
photography,472
Best_of_the_Web,472
business,473
communication,473
culture,473
entertainment,473
social_change,473
social_media,473
technology,473
children,474
culture,474
design,474
entertainment,474
gaming,474
technology,474
women,474
history,474
animals,475
biodiversity,475
global_issues,475
green,475
science,475
trees,475
plants,475
ecology,475
fungi,475
activism,476
animals,476
biodiversity,476
biology,476
children,476
environment,476
insects,476
trees,476
plants,476
ecology,476
economics,477
entertainment,477
work,477
Best_of_the_Web,477
creativity,480
design,480
happiness,480
demo,481
design,481
interface_design,481
technology,481
activism,482
design,482
fashion,482
future,482
prosthetics,482
sports,482
technology,482
bionics,482
brain,483
children,483
education,483
entertainment,483
gaming,483
happiness,483
health,483
play,483
psychology,483
science,483
Best_of_the_Web,483
business,484
communication,484
design,484
invention,484
technology,484
web,484
animals,485
biology,485
children,485
comedy,485
evolution,485
food,485
humanity,485
humor,485
primates,485
sex,485
brain,487
culture,487
economics,487
evil,487
motivation,487
psychology,487
science,487
self,487
society,487
animals,488
art,488
birds,488
creativity,488
entertainment,488
exploration,488
film,488
technology,488
Best_of_the_Web,488
art,489
entertainment,489
humor,489
media,489
Best_of_the_Web,489
architecture,490
cities,490
environment,490
garden,490
science,490
technology,490
plants,490
alternative_energy,492
energy,492
engineering,492
environment,492
future,492
wind_energy,492
activism,494
business,494
culture,494
global_issues,494
poverty,494
women,494
work,494
culture,495
technology,495
Best_of_the_Web,495
culture,498
education,498
leadership,498
life,498
poetry,498
sports,498
work,498
AIDS,499
Africa,499
bacteria,499
biodiversity,499
biology,499
disease,499
exploration,499
global_issues,499
health,499
microbiology,499
science,499
culture,500
entertainment,500
literature,500
poetry,500
society,500
storytelling,500
writing,500
business,501
creativity,501
culture,501
design,501
media,501
typography,501
adventure,502
design,502
entertainment,502
exploration,502
extreme_sports,502
flight,502
invention,502
sports,502
technology,502
creativity,503
design,503
exploration,503
materials,503
transportation,503
design,504
drones,504
future,504
global_issues,504
robots,504
technology,504
violence,504
war,504
architecture,506
children,506
design,506
entertainment,506
film,506
storytelling,506
global_issues,507
math,507
prediction,507
technology,507
war,507
MacArthur_grant,509
bacteria,509
biology,509
communication,509
disease,509
evolution,509
health,509
human_origins,509
microbiology,509
science,509
cognitive_science,510
comedy,510
entertainment,510
humor,510
philosophy,510
science,510
technology,510
communication,511
social_media,511
society,511
telecom,511
alternative_energy,512
business,512
cars,512
energy,512
global_issues,512
green,512
technology,512
infrastructure,512
biology,515
biotech,515
children,515
evolution,515
genetics,515
science,515
technology,515
dance,517
fear,517
language,517
life,517
productivity,517
work,517
Best_of_the_Web,517
art,516
math,516
science,516
technology,516
visualizations,516
adventure,518
entertainment,518
environment,518
nature,518
art,519
design,519
math,519
oceans,519
science,519
visualizations,519
marine_biology,519
coral_reefs,519
business,520
design,520
technology,520
work,520
New_York,524
art,524
cities,524
humor,524
books,524
comedy,524
cities,521
politics,521
race,521
statistics,521
urban_planning,521
Africa,523
activism,523
communication,523
disaster_relief,523
global_issues,523
technology,523
business,525
china,525
cities,525
culture,525
economics,525
future,525
global_issues,525
happiness,525
health,525
history,525
brain,526
computers,526
consciousness,526
entrepreneur,526
mind,526
culture,527
humanity,527
humor,527
identity,527
performance,527
storytelling,527
theater,527
Vaccines,529
business,529
ebola,529
health,529
health_care,529
history,529
technology,529
astronomy,531
energy,531
exploration,531
physics,531
science,531
technology,531
quantum_physics,531
TED_Fellows,532
math,532
physics,532
war,532
art,533
dance,533
education,533
future,533
science,533
space,533
technology,533
science_and_art,533
TED_Prize,534
art,534
design,534
engineering,534
space,534
science_and_art,534
alternative_energy,535
climate_change,535
energy,535
environment,535
presentation,535
science,535
technology,535
ecology,535
sustainability,535
natural_resources,535
business,537
food,537
global_issues,537
industrial_design,537
consumerism,537
agriculture,537
global_development,537
sustainability,537
activism,537
communication,538
community,538
marketing,538
social_media,538
society,538
books,538
leadership,538
AIDS,540
Africa,540
disease,540
global_issues,540
presentation,540
statistics,540
visualizations,540
HIV,540
business,545
economics,545
global_issues,545
india,545
politics,545
potential,545
technology,545
infrastructure,545
Asia,545
global_development,545
innovation,545
future,545
entertainment,544
innovation,544
music,544
performance,544
singer,544
live_music,544
business,547
design,547
environment,547
green,547
materials,547
poetry,547
sustainability,547
technology,547
culture,548
decision-making,548
economics,548
global_issues,548
psychology,548
science,548
self,548
society,548
personality,548
Best_of_the_Web,548
culture,549
history,549
humor,549
science,549
sex,549
writing,549
books,549
Planets,551
astronomy,551
exploration,551
life,551
science,551
space,551
technology,551
solar_system,551
cars,552
design,552
engineering,552
green,552
transportation,552
children,553
culture,553
humor,553
psychology,553
culture,555
education,555
global_issues,555
politics,555
women,555
Best_of_the_Web,555
United_States,554
business,554
china,554
global_issues,554
language,554
biodiversity,556
biology,556
environment,556
future,556
garden,556
life,556
science,556
ecology,556
plants,556
guitar,557
innovation,557
music,557
performance,557
singer,557
activism,558
collaboration,558
creativity,558
education,558
future,558
social_change,558
computers,560
education,560
future,560
nanoscale,560
prediction,560
science,560
technology,560
art,561
climate_change,561
environment,561
film,561
future,561
humanity,561
media,561
photography,561
entertainment,562
history,562
literature,562
poetry,562
writing,562
books,562
community,563
social_change,563
architecture,565
business,565
demo,565
design,565
green,565
invention,565
technology,565
architecture,566
children,566
design,566
energy,566
technology,566
electricity,566
beauty,570
culture,570
happiness,570
neuroscience,570
psychology,570
evolutionary_psychology,570
emotions,570
animals,571
biology,571
biomechanics,571
design,571
materials,571
robots,571
technology,571
business,572
humor,572
life,572
productivity,572
psychology,572
success,572
TEDx,573
adventure,573
biotech,573
climate_change,573
environment,573
space,573
ecology,573
communication,575
culture,575
global_issues,575
politics,575
social_change,575
social_media,575
technology,575
God,578
activism,578
faith,578
meme,578
religion,578
design,580
health_care,580
heart_health,580
medicine,580
science,580
technology,580
brain,582
business,582
happiness,582
mind,582
psychology,582
science,582
global_issues,584
money,584
politics,584
poverty,584
state-building,584
activism,585
community,585
global_issues,585
philanthropy,585
potential,585
global_issues,586
Antarctica,586
economics,587
education,587
math,587
statistics,587
children,588
education,588
innovation,588
invention,588
creativity,588
design,588
architecture,589
cities,589
creativity,589
design,589
technology,589
children,590
creativity,590
design,590
film,590
product_design,590
brain,591
creativity,591
design,591
presentation,591
technology,591
visualizations,591
Asia,592
adventure,592
storytelling,592
war,592
history,592
biology,594
